imageUrl,name,publisher,description,category,tags,price,reviewScore,reviewCount,stockQuantity,dateAdded,id,photoAuthor,photoAuthorUrl
https://images.unsplash.com/photo-1771764760606-e654772df7d2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxQcm9mZXNzaW9uYWwlMjBFeHRlcm5hbCUyMEhhcmQlMjBEcml2ZXxlbnwwfHx8fDE3NzIyMjU4NDl8MA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Professional External Hard Drive,Summit Gear Co.,"The Professional External Hard Drive 249 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Bestseller, Compact, Durable, Giftable, Modern",546.71,1.2,8786,1901,2023-09-21,x!9FTSY](umg,Ahmadreza Rezaie,https://unsplash.com/@ahmdrzarzai?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1566286378558-5d52a6710b6e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxBZHZhbmNlZCUyME5vaXNlJTIwQ2FuY2VsbGluZyUyMEhlYWRwaG9uZXN8ZW58MHx8fHwxNzcyMjI1ODQ5fDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Advanced Noise Cancelling Headphones,UrbanNest,"The Advanced Noise Cancelling Headphones 845 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"New Arrival, Rechargeable, Essential, Premium, Wireless",264.38,3.7,2957,201,2018-06-20,",w.FL@`V2[]M",Maulik Sutariya,https://unsplash.com/@truemaulik?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1571406487954-dc11b0c0767d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxDb21wYWN0JTIwTEVEJTIwRGVzayUyMExhbXB8ZW58MHx8fHwxNzcyMjI1ODQ5fDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Compact LED Desk Lamp,SilverLine Electronics,"The Compact LED Desk Lamp 262 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,"New Arrival, Rechargeable, Versatile, Ergonomic, Giftable",741.58,4.5,1602,1214,2025-03-25,>IZ(Cq]QWeJM,Monty Allen,https://unsplash.com/@monty_a?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1738520420636-a1591b84723e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxBZHZhbmNlZCUyMEVsZWN0cmljJTIwS2V0dGxlfGVufDB8fHx8MTc3MjIyNTg0OXww&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Advanced Electric Kettle,NorthPeak,"The Advanced Electric Kettle 621 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Bestseller, Modern, Portable, Premium, New Arrival",426.79,1.8,2573,524,2022-01-16,SyvPXfC;:;$),Gleb Paniotov,https://unsplash.com/@paniotovvv?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1754821305530-8e3c7b8deda2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxQb3J0YWJsZSUyMEZpdG5lc3MlMjBUcmFja2VyfGVufDB8fHx8MTc3MjIyNTgzNnww&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Portable Fitness Tracker,Maple Street Press,"The Portable Fitness Tracker 436 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Giftable, Wireless, Ergonomic, Versatile, Essential",635.77,1.9,9300,1921,2016-11-23,t7<H\Wi:+]F3,Andrey Matveev,https://unsplash.com/@zelebb?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1622551292636-fc51a35d66fb?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxQb3J0YWJsZSUyMENvb2tib29rfGVufDB8fHx8MTc3MjIyNTg1MHww&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Portable Cookbook,UrbanNest,"The Portable Cookbook 420 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Waterproof, Ergonomic, Bestseller, Compact, Modern",59.4,3.7,5538,102,2023-11-03,_qLW5P%AW\W.,Annie Spratt,https://unsplash.com/@anniespratt?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1708513427809-728a7913fc9f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxQcm9mZXNzaW9uYWwlMjBMRUQlMjBEZXNrJTIwTGFtcHxlbnwwfHx8fDE3NzIyMjU4Mjd8MA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Professional LED Desk Lamp,Horizon Tech,"The Professional LED Desk Lamp 663 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,"New Arrival, Lightweight, Durable, Waterproof, Wireless",34.08,3.4,8695,547,2016-12-08,_'HsYg6{21Yy,Uwukuri Emery,https://unsplash.com/@uwukuriemery?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1605880319307-757c2d258a3f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxQcmVtaXVtJTIwQ29va3dhcmUlMjBTZXR8ZW58MHx8fHwxNzcyMjI1ODMyfDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Premium Cookware Set,NorthPeak,"The Premium Cookware Set 431 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"Bestseller, Wireless, Portable, New Arrival, Durable",472.58,2.7,9258,1231,2025-12-06,[7*$*VZ<l*h-,Fanny Prevost,https://unsplash.com/@itsfannyprevost?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1726133731374-31f3ab7d29d9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxXaXJlbGVzcyUyMFJ1bm5pbmclMjBTaG9lc3xlbnwwfHx8fDE3NzIyMjU4NTB8MA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Wireless Running Shoes,UrbanNest,"The Wireless Running Shoes 187 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Bestseller, Wireless, New Arrival, Lightweight, Compact",624.67,3.6,4383,1353,2017-01-26,l*}Cm6$g"ZU:,Rohit Sharma,https://unsplash.com/@rohitsharma1785?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1754821305530-8e3c7b8deda2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxQb3J0YWJsZSUyMEZpdG5lc3MlMjBUcmFja2VyfGVufDB8fHx8MTc3MjIyNTgzNnww&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Portable Fitness Tracker,BrightLeaf Publishing,"The Portable Fitness Tracker 488 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Rechargeable, Modern, Bestseller, Ergonomic, Premium",661.16,4.9,4615,17,2017-11-05,=uj)gX-2K{'",Andrey Matveev,https://unsplash.com/@zelebb?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1771310972931-79fd85c98b02?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxQcm9mZXNzaW9uYWwlMjBZb2dhJTIwTWF0fGVufDB8fHx8MTc3MjIyNTg1MHww&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Professional Yoga Mat,UrbanNest,"The Professional Yoga Mat 415 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Premium, Bestseller, Essential, Lightweight, Durable",405.98,4.9,1587,1969,2018-01-19,f`Up^sdCEr)E,Christian Agbede,https://unsplash.com/@chriscreations__?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1752367428176-2b0cd6cc11b4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxXaXJlbGVzcyUyMEVsZWN0cmljJTIwS2V0dGxlfGVufDB8fHx8MTc3MjIyNTgzMHww&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Wireless Electric Kettle,BlueRiver Outfitters,"The Wireless Electric Kettle 767 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Portable, Bestseller, Rechargeable, Giftable, Wireless",791.0,3.6,2598,839,2016-01-03,BZ/X@Nm[}IQJ,Rodrigo Araya,https://unsplash.com/@rodrigotypo?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1758348844355-2ef28345979d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxQcmVtaXVtJTIwRml0bmVzcyUyMFRyYWNrZXJ8ZW58MHx8fHwxNzcyMjI1ODUxfDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Premium Fitness Tracker,NorthPeak,"The Premium Fitness Tracker 195 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Modern, Giftable, Ergonomic, Lightweight, New Arrival",454.45,1.5,7000,744,2019-02-13,1qvjh>s{TOxS,Sam Grozyan,https://unsplash.com/@ijeunes?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1718210719917-c6e1cd5be085?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxTbWFydCUyMFN0YWlubGVzcyUyMFN0ZWVsJTIwV2F0ZXIlMjBCb3R0bGV8ZW58MHx8fHwxNzcyMjI1ODQ1fDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Smart Stainless Steel Water Bottle,Maple Street Press,"The Smart Stainless Steel Water Bottle 747 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"Compact, New Arrival, Essential, Waterproof, Rechargeable",82.74,2.2,6784,1690,2023-12-08,|qu8)umEyplI,Kedibone Isaac Makhumisane,https://unsplash.com/@isaax_the_artist?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1715589249812-327996b73e31?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxVbHRyYSUyMEVsZWN0cmljJTIwS2V0dGxlfGVufDB8fHx8MTc3MjIyNTg1MXww&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Ultra Electric Kettle,Horizon Tech,"The Ultra Electric Kettle 250 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"Wireless, Bestseller, Modern, Rechargeable, Ergonomic",369.57,4.4,3449,1623,2016-07-03,fe?ar6x(s-ee,Samuel Angor,https://unsplash.com/@sammysays___?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1768332487888-326fa7dabbf2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxDbGFzc2ljJTIwQ29va2Jvb2t8ZW58MHx8fHwxNzcyMjI1ODUyfDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Classic Cookbook,Maple Street Press,"The Classic Cookbook 519 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Giftable, Waterproof, Portable, Durable, Limited Edition",703.5,2.1,1586,1236,2023-06-12,9?U$!por`J}i,Kamilla Isalieva,https://unsplash.com/@kamillaisalieva?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1564859227552-81fde4a1df0b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxDbGFzc2ljJTIwR3JhcGhpYyUyMFQtU2hpcnR8ZW58MHx8fHwxNzcyMjI1ODUyfDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Classic Graphic T-Shirt,Maple Street Press,"The Classic Graphic T-Shirt 901 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"Essential, Wireless, Limited Edition, Portable, Giftable",234.2,4.3,8714,1070,2020-11-12,x:bH.3B#~ZgD,Sincerely Media,https://unsplash.com/@sincerelymedia?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1752854048645-15ab5d246bd4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxFY28lMjBTY2llbmNlJTIwRmljdGlvbiUyME5vdmVsfGVufDB8fHx8MTc3MjIyNTg1M3ww&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Eco Science Fiction Novel,Horizon Tech,"The Eco Science Fiction Novel 212 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"Ergonomic, Limited Edition, Essential, Durable, Versatile",739.43,3.4,7569,0,2017-10-06,"""y[:d]Olwcqk",Hanna Lazar,https://unsplash.com/@potokvarte?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1715589249812-327996b73e31?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxVbHRyYSUyMEVsZWN0cmljJTIwS2V0dGxlfGVufDB8fHx8MTc3MjIyNTg1MXww&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Ultra Electric Kettle,NorthPeak,"The Ultra Electric Kettle 225 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"Bestseller, Waterproof, Compact, Lightweight, Rechargeable",511.35,2.7,6508,1067,2022-09-04,bU0\.ixYiCVA,Samuel Angor,https://unsplash.com/@sammysays___?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1615433366992-1586f3b8fca5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxXaXJlbGVzcyUyME5vaXNlJTIwQ2FuY2VsbGluZyUyMEhlYWRwaG9uZXN8ZW58MHx8fHwxNzcyMjI1ODUzfDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Wireless Noise Cancelling Headphones,Summit Gear Co.,"The Wireless Noise Cancelling Headphones 779 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Lightweight, Wireless, Essential, New Arrival, Ergonomic",493.84,1.2,4653,526,2021-02-03,'<Mf>vJT#$TM,Sj 📸,https://unsplash.com/@uxsj_ph?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1693596936248-8fab255a3de1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxXaXJlbGVzcyUyMExFRCUyMERlc2slMjBMYW1wfGVufDB8fHx8MTc3MjIyNTgzNHww&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Wireless LED Desk Lamp,SilverLine Electronics,"The Wireless LED Desk Lamp 580 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,"Giftable, Modern, Versatile, Bestseller, New Arrival",165.92,4.4,6159,422,2018-01-24,[R5o=[HneL]0,Darius Cotoi,https://unsplash.com/@dariuscotoi?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1511499008188-de491bbbae98?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxVbHRyYSUyMFJ1bm5pbmclMjBTaG9lc3xlbnwwfHx8fDE3NzIyMjU4NTN8MA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Ultra Running Shoes,Summit Gear Co.,"The Ultra Running Shoes 218 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Ergonomic, Giftable, Rechargeable, Modern, Limited Edition",663.28,2.3,7758,849,2017-06-11,v9n\orHu@CK`,Charlesdeluvio,https://unsplash.com/@charlesdeluvio?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1763369521070-11b994aa6d7e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxQcm9mZXNzaW9uYWwlMjBHcmFwaGljJTIwVC1TaGlydHxlbnwwfHx8fDE3NzIyMjU4Mjd8MA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Professional Graphic T-Shirt,BlueRiver Outfitters,"The Professional Graphic T-Shirt 457 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Rechargeable, Wireless, Waterproof, Versatile, Bestseller",17.24,4.2,6679,1835,2023-12-15,{C_k\mF?0C}`,Igor Shalyminov,https://unsplash.com/@ishalyminov?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1715589249812-327996b73e31?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxVbHRyYSUyMEVsZWN0cmljJTIwS2V0dGxlfGVufDB8fHx8MTc3MjIyNTg1MXww&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Ultra Electric Kettle,Summit Gear Co.,"The Ultra Electric Kettle 942 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Limited Edition, Compact, Lightweight, Premium, Durable",150.4,2.2,9657,266,2018-04-06,yX'CIo9I3_9F,Samuel Angor,https://unsplash.com/@sammysays___?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1564859227552-81fde4a1df0b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxDbGFzc2ljJTIwR3JhcGhpYyUyMFQtU2hpcnR8ZW58MHx8fHwxNzcyMjI1ODUyfDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Classic Graphic T-Shirt,Maple Street Press,"The Classic Graphic T-Shirt 469 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,"Essential, Rechargeable, Portable, Durable, Ergonomic",70.04,4.0,2501,170,2022-03-09,{AXaAA#q+(zS,Sincerely Media,https://unsplash.com/@sincerelymedia?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1701318134643-89f62a0d78f9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxFY28lMjA0SyUyME1vbml0b3J8ZW58MHx8fHwxNzcyMjI1ODMxfDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Eco 4K Monitor,Maple Street Press,"The Eco 4K Monitor 201 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Compact, Rechargeable, Portable, Durable, Wireless",28.09,2.6,4876,102,2023-06-08,epvM:$qJR5o~,Trần Quang Phú,https://unsplash.com/@tranquangphu?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1566286378558-5d52a6710b6e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxBZHZhbmNlZCUyME5vaXNlJTIwQ2FuY2VsbGluZyUyMEhlYWRwaG9uZXN8ZW58MHx8fHwxNzcyMjI1ODQ5fDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Advanced Noise Cancelling Headphones,NorthPeak,"The Advanced Noise Cancelling Headphones 149 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Durable, Waterproof, Versatile, Compact, Limited Edition",613.72,1.3,1217,1035,2016-02-08,:/FV}Uho]:<B,Maulik Sutariya,https://unsplash.com/@truemaulik?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1771370580887-d41ae6d1d6ed?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxDb21wYWN0JTIwTWVjaGFuaWNhbCUyMEtleWJvYXJkfGVufDB8fHx8MTc3MjIyNTg1NHww&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Compact Mechanical Keyboard,Maple Street Press,"The Compact Mechanical Keyboard 910 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Modern, Versatile, Ergonomic, Wireless, Giftable",638.07,2.0,1625,656,2019-12-26,j'!yT{tKR^*2,Marcus Richardson,https://unsplash.com/@marcusrichardson?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1768332487888-326fa7dabbf2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxDbGFzc2ljJTIwQ29va2Jvb2t8ZW58MHx8fHwxNzcyMjI1ODUyfDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Classic Cookbook,BlueRiver Outfitters,"The Classic Cookbook 588 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"Premium, Versatile, New Arrival, Giftable, Portable",351.22,3.2,9229,1997,2025-03-27,k&ZhYCH@<zh",Kamilla Isalieva,https://unsplash.com/@kamillaisalieva?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1754821305530-8e3c7b8deda2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxXaXJlbGVzcyUyMEZpdG5lc3MlMjBUcmFja2VyfGVufDB8fHx8MTc3MjIyNTg0Nnww&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Wireless Fitness Tracker,NorthPeak,"The Wireless Fitness Tracker 376 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,"Modern, Limited Edition, Bestseller, Portable, Essential",778.23,4.2,6453,1845,2023-11-03,yK2dW+4YS*%N,Andrey Matveev,https://unsplash.com/@zelebb?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1522844123782-9547a63eb28b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxQb3J0YWJsZSUyMFlvZ2ElMjBNYXR8ZW58MHx8fHwxNzcyMjI1ODU0fDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Portable Yoga Mat,NorthPeak,"The Portable Yoga Mat 601 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Bestseller, Limited Edition, Modern, Rechargeable, Portable",793.25,2.5,3352,1722,2018-01-30,:Oa0)P`!w.$0,Alan Ko,https://unsplash.com/@iyunmai?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1680810003781-49d9210bb064?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxDb21wYWN0JTIwU2NpZW5jZSUyMEZpY3Rpb24lMjBOb3ZlbHxlbnwwfHx8fDE3NzIyMjU4NDN8MA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Compact Science Fiction Novel,SilverLine Electronics,"The Compact Science Fiction Novel 949 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Durable, Modern, Wireless, Portable, Essential",177.79,3.1,7753,1905,2016-12-28,oh%}DC}LN{Fk,Myles Bloomfield,https://unsplash.com/@loomydoons?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1668649175276-fa4f96beb185?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxBZHZhbmNlZCUyMEJsdWV0b290aCUyMFNwZWFrZXJ8ZW58MHx8fHwxNzcyMjI1ODU0fDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Advanced Bluetooth Speaker,NorthPeak,"The Advanced Bluetooth Speaker 272 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Wireless, Bestseller, Giftable, Lightweight, Premium",682.86,5.0,8512,71,2024-09-09,0Op*(fz$lE-1,James Gibson,https://unsplash.com/@gibson_photographic?utm_source=sse554_capstone&utm_medium=referral
